unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
CC303,18509190,"Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies","Vincent Homburg","Does government effort or citizen word of mouth determine e government service diffusion ","Wang","(1994) have stated that persuasion can occur both through vertical channels of communication (initiated by actors outside the set of potential adopters, such as central government; see also Leonard-Barton and Rogers, 1981;Moon and Bretschneider, 1997;Bobrowski and Bretschneider, 1994) as well as through processes of mimicking and 'word-of-mouth' diffusion ( #AUTHOR_TAG and Doong, 2010) involving communication, interaction and persuasion among potential adopters ( DiMaggio and Powell, 1983)",3
CC304,18509190,"Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies","Vincent Homburg","Delivering joined up government in the UK dimensions issues and problems","Ling","In many western countries, it is especially local governments that are developing one-stop shops that serve as a point-of-entry to the whole range of government (#AUTHOR_TAG, 2002;Ho, 2002;BeynonDavies and Martin, 2004;Mulgan, 2005) in such a way that the relationship between public sector organisations and citizens is re-engineered (BeynonDavies and Martin, 2004)",0
CC305,18509190,"Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies","Vincent Homburg","Issues of online personalisation in commercial and public service delivery","Lips","These include socio-political problems of information sharing across traditional organisational boundaries (Mulgan, 2005;Homburg, 2008), the existence of legacy systems (Pieterson et al., 2007) and concerns related to privacy issues ( #AUTHOR_TAG et al., 2004).",4
CC306,18509190,"Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies","Vincent Homburg","Learning to change an information perspective on learning in the organization","Macdonald","According to Sahlin and Wedlin (2008;see also Silva and Hirscheim, 2007), and in line with the Scandinavian Institutionalism mentioned in the discussion on theoretical antecedents of diffusion, knowledge and ideas cannot simply be transfused from one organisation to the other: rather, ideas, concepts and knowledge has to be repackaged and re-embedded (Isabella, 1990; #AUTHOR_TAG, 1995;Sahlin and Wedlin, 2008)",0
CC307,18509190,"Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies","Vincent Homburg","Legal expert systems in social administration From fearing computers to fearing accountants","Svensson","In the end, there is less space to manoeuvre"" (Councillor).Implementing technology in anticipation of future audits has also been reported by #AUTHOR_TAG (2002) in a study on the adoption of legal expert systems in municipal social security systems",1
CC308,18509190,"Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies","Vincent Homburg","Performance Measures for Federal Agencies Final Report Washington DC Defence Technical Information Center the Energy Information Architecture and the US Government Printing Office","Mcclure","This monitor resembles the practice of UK local government league tables; for American examples refer to #AUTHOR_TAG",0
CC309,18509190,"Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies","Vincent Homburg","Individual differences environmental scanning innovation framing and champion behavior Key predictors of project performance","Howell","That helped quite a lot"" (Departmental Manager Service Operations).It is especially through these kinds of integration mechanisms that ideas and knowledge are actually transfused, translated and framed rather than merely being imitated (#AUTHOR_TAG , 2001; see also Bressant and Rush, 1995;Rice and Rogers, 1980;Sahlin and Wedlin, 2008;Silva and Hirscheim, 2007)",1
CC310,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","Has economic analysis improved regulatory decisions ","Hahn","Perhaps unsurprisingly, the reality of carrying out benefit-cost analysis of federal regulations falls short of best practice, and it does not appear to be having a significant impact on many regulatory decisions, except higher-profile cases (#AUTHOR_TAG  2008)",0
CC311,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","Risk Uncertainty and Profit","Knight","I will define these two terms in the sense introduced by #AUTHOR_TAG (1921), whereby the distinction turns on whether states of nature can be assigned precise probabilities 3 (risk) or not (uncertainty, or, as it is often known nowadays, ambiguity)",0
CC312,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","Ambiguity and climate policy","Millner","In the present context, this means that the decision-maker focuses more on models yielding higher estimates of the SCC (see also #AUTHOR_TAG, Dietz and Heal 2010)",3
CC313,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","The Economics of Climate Change The Stern Review","Stern","Doing so permits greater confidence that the target will be met, while the existence of a long-run quantity target in the first place can be supported by reasoning about the efficiency of price and quantity instruments under uncertainty (#AUTHOR_TAG 2007)",5
CC314,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","What might we learn from climate forecasts","Smith","4 Having said that, even if we only had one model at our disposal, it would be natural to question whether the probabilities we have specified resolve all uncertainty, and the answer in the case of physical forecasts of future climate (and by implication economic forecasts) would have to be in the negative (#AUTHOR_TAG 2002)",0
CC315,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","An adaptability limit to climate change due to heat stress","Sherwood","This seems remarkable, since, for example, such temperatures are likely to test the limits of human physiology (#AUTHOR_TAG 2010)",0
CC316,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","Warming the World Economic Models of Global Warming","Nordhaus","To take the DICE model as an example (#AUTHOR_TAG ), it can easily be shown that the assumption of a quadratic relationship between damages and temperature, together with the modellers' specific coefficient values, implies that global warming can reach more than 18C before the equivalent of 50% of global GDP is lost",5
CC317,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","GHG targets as insurance against catastrophic climate damages","Weitzman","A recent paper by Ackerman and Stanton (2011) attempts to answer it using the DICE model, applying a functional form proposed by #AUTHOR_TAG (2010)",5
CC318,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","What is the economic cost of climate change ","Hanemann","Furthermore, they also question the damage estimates of the models at low temperatures, drawing on work by Michael #AUTHOR_TAG (2008) that argues damages could also be significantly higher in this realm",0
CC319,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","Environmental prices uncertainty and learning","Dietz","Using recent reviews of the literature, we concluded that the range of estimates of the present SCC was a factor of ten larger than the corresponding range of estimates of the present MAC ( #AUTHOR_TAG 2010).",5
CC320,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","Estimating the social cost of carbon emissions Government Economic Service Working Paper 140","Clarkson","However, in the long run, with the existence of possibly catastrophic climate change, the opposite seems to hold: marginal benefits are steeply increasing upon reaching some stock of CO2, while marginal costs are fairly flat.This target-driven approach to carbon pricing is now being followed in the UK (Department of Energy and Climate Change (DECC) 2008), after several years of (mixed) experience in using the SCC (beginning with #AUTHOR_TAG  2002)",0
CC321,206252006,"The Treatment of Risk and Uncertainty in the US Social Cost of Carbon for Regulatory Impact Analysis","Simon Dietz","Recent development in modeling preferences uncertainty and ambiguity","Camerer","With some trepidation, I will do likewise.In outlining the second assumption, note that simple averaging runs counter to most economic research on ambiguity, which shows that individuals are averse to ambiguity (as summarised in #AUTHOR_TAG 1992)",0
CC322,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Nuclear architecture of rod photoreceptor cells adapts to vision in mammalian evolution","Solovei","When light is dimmed, the chromatin changes transcription and reorganises in such a way that its material behaves as a lens, focusing photons on receptors located behind the neurons ( #AUTHOR_TAG et al",4
CC323,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Bacteria as computers making computers","Danchin","Because the machine is separated from the program, a subset of the program must be devoted to the interaction with the machine and its ""users"" (in the most general sense) (#AUTHOR_TAG 2009a)",0
CC324,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","A physical characterization of biological information and communication system model of ecosystems","Tanaka","The design of the interfaces, the microprocessors and the energy supply of the machine require much information.In summary, two types of information (coupling of a particular form-not simply shape-with matter, energy, space and time), information of the chassis (casing + metabolism) and information of the program are associated together in a cell (#AUTHOR_TAG 1984)",0
CC325,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","From enzyme adaptation to natural philosophy heritage from Jacques Monod Symposium J Monod and molecular biology yesterday and today","Cover","Information of the programThe study of the genetic program as a text, applying accepted rules of the theory of information (Shannon and Weaver 1949;#AUTHOR_TAG  1991) to its analysis (Hnaut et al",0
CC326,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","The Delphic boat What genomes tell us","Danchin","After some time, all have been replaced, none of the original ones remain: is it the same boat?"" (#AUTHOR_TAG 2003)",4
CC327,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","On randomness and thermodynamics","Grandy","Yet, it was obvious that these universal categories do not account for many phenomena: no one has been able, for example, to derive the crystal lattice of a mineral as simple as sodium chloride from the equations of microscopic physics (#AUTHOR_TAG 1992)",1
CC328,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Minimal energy cost for thermodynamic information processing measurement and information erasure","Sagawa","How are particular structures or processes recruited to this aim? A reflection on the coupling between accumulation of information and energy based on work developed by Landauer and Bennett, showed that the relationship between energy and information is that there exists degradative processes which ""make room"" using energy to prevent degradation of what is functional ( (Bennett 1988a;Landauer 1961), detailed analysis in (Danchin 2009a, d), see also a very recent development (#AUTHOR_TAG and Ueda 2009))",1
CC329,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","The concept of mind","Ryle","A great many works dealing with the study of the brain (Edelman 1987), or of cognition (Clark 1998;#AUTHOR_TAG 1949) has taken into account this type of information",0
CC330,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Being there putting brain body and world together again","Clark","A great many works dealing with the study of the brain (Edelman 1987), or of cognition (#AUTHOR_TAG 1998;Ryle 1949) has taken into account this type of information",0
CC331,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","A synthetic biology approach to the construction of membrane proteins in semisynthetic minimal cells","Kuruma","This dichotomy is visible in present synthetic biology, with a fairly clear separation between those who study the chassis (and are often also interested in the origin of life) ( #AUTHOR_TAG et al",1
CC332,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","The mathematical theory of communication","Shannon","Information of the programThe study of the genetic program as a text, applying accepted rules of the theory of information (#AUTHOR_TAG and Weaver 1949;Cover and Thomas 1991) to its analysis (Hnaut et al",0
CC333,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Sequence logos a new way to display consensus sequences","Schneider","#AUTHOR_TAG created his famous ""logo"" representation of sequences ( #AUTHOR_TAG and Stephens 1990) in a model of molecular machines based on Shannon's information (#AUTHOR_TAG 1991a, b)",0
CC334,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","The computer and the brain","von Neumann","The first counterargument explores the concept of Operating System (OS) (#AUTHOR_TAG 1958)",0
CC335,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Algorithmic randomness and physical entropy","Zurek","In contrast to the traditional definitions of entropy, algorithmic randomness can be used to measure disorder without any recourse to probabilities"" (#AUTHOR_TAG 1989)",4
CC336,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Notes on the history of reversible computation","Bennett","How are particular structures or processes recruited to this aim? A reflection on the coupling between accumulation of information and energy based on work developed by #AUTHOR_TAG, showed that the relationship between energy and information is that there exists degradative processes which ""make room"" using energy to prevent degradation of what is functional ",4
CC337,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Science and technology a western imbroglio","Danchin","Trying to match models with reality allowed scientists to progress by producing better and better adequation with reality (#AUTHOR_TAG 1992;Putnam 1988)",0
CC338,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Conjectures and refutations the growth of scientific knowledge","Popper","It rested on interpretations (processes rooted in culture and language, thus associated to a property that we might name context and linked to a research programme ( Lakatos 1976Lakatos , 1980).If constructing models while confronting them to reality defines science (#AUTHOR_TAG 1959), then the effort to establish an explicit demarcation between science and non-science is dominated by a particular category of reality, information again, using the word with all its fuzzy connotations ",0
CC339,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Chance and necessity an essay on the natural philosophy of modern biology","Monod","We restrict our identification of forms, looking first for the 3D architecture of the ""chassis"" which compartmentalises the living entity (see for example the beginning of #AUTHOR_TAG's Chance and Necessity (#AUTHOR_TAG 1971))",0
CC340,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Language learning language acquisition or language growth ","Marshall","But language is deeply associated to meaning: I had in 1974 at a meeting of the Centre Royaumont pour une Science de l'Homme at the MIT, a heated argument with Noam Chomsky about other features of human languages, such as rhythm (in the west african language mr, a speaker may begin a rythmic sentence, which is answered preserving rythmic rules by somebody in the audience, triggering another ejaculation of the speaker, with related rules, etc) suggesting that beside grammatical syntactic structures, there may exist a variety of superimposed contexts which transmit information mediated by channels that are not those usually considered (Danchin 1987, #AUTHOR_TAG 1987;",0
CC341,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Genome transplantation in bacteria changing one species to another","Lartigue","capricolum, and after several rounds of reproduction (reproduction of the machine and replication of the program, see below) the host species was replaced by a colony of the donor genome ( #AUTHOR_TAG et al",4
CC342,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Representation and reality","Putnam","Trying to match models with reality allowed scientists to progress by producing better and better adequation with reality (Danchin 1992;#AUTHOR_TAG 1988)",0
CC343,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Cambridge Landauer R 1961 Irreversibility and heat generation in the computing process","Lakatos","It rested on interpretations (processes rooted in culture and language, thus associated to a property that we might name context and linked to a research programme ( #AUTHOR_TAG ",0
CC344,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","The cognitive architecture for chaining of two mental operations","Sackur","In any event, in the few cases where it might do so, it would be an extremely slow one (#AUTHOR_TAG 2009)",1
CC345,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Bringing gene order into bacterial shape","Tamames","Analysis of the genes giving bacteria their shape showed that there is indeed an unexpected coincidence between gene clustering in genomes and shape of bacteria ( #AUTHOR_TAG et al",4
CC346,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Bistability epigenetics and bet hedging in bacteria","Veening","To proceed with our example: in bacteria, bistability is not stable in time ( #AUTHOR_TAG et al",1
CC347,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Complete chemical synthesis assembly and cloning of a Mycoplasma genitalium genome","Gibson","2009;Shenhav and Lancet 2004) and those who think that life is essentially due to the genetic program, organising their activity around construction of program biobricks, or even as complete genomes ( #AUTHOR_TAG et al",1
CC348,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","The concept of the gene in contemporary biology continuity or dissolution Logic","Gayon","This was apparent in the laws of genetics, where linear arrangements of the elusive genes was central (#AUTHOR_TAG 2007)",0
CC349,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","How essential are nonessential genes ","Fang","To identify ubiquitous functions operated by non-ubiquitous structures one had to devise an operational strategy, based on the concept of gene persistence (tendency of a given gene to be present in a quorum of species) (#AUTHOR_TAG et al",4
CC350,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Origins of life","Dyson","The conclusions of #AUTHOR_TAG's argument on the double origin of life, with reproducing metabolism predating replication are therefore a pre-requisite for synthesis of life (#AUTHOR_TAG 1985)",4
CC351,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","On the evolution of cells","Woese","Different structural entities with common functions in different bacterial clades were indeed characterised (Danchin 2009b;#AUTHOR_TAG 2002)",0
CC352,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","A phylogenetic view of bacterial ribonucleases","Danchin","Different structural entities with common functions in different bacterial clades were indeed characterised (#AUTHOR_TAG 2009b;Woese 2002)",0
CC353,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Biological foundations of language a comment on Noam Chomsky s approach of syntactic structures","Danchin","But language is deeply associated to meaning: I had in 1974 at a meeting of the Centre Royaumont pour une Science de l'Homme at the MIT, a heated argument with Noam Chomsky about other features of human languages, such as rhythm (in the west african language mr, a speaker may begin a rythmic sentence, which is answered preserving rythmic rules by somebody in the audience, triggering another ejaculation of the speaker, with related rules, etc) suggesting that beside grammatical syntactic structures, there may exist a variety of superimposed contexts which transmit information mediated by channels that are not those usually considered (#AUTHOR_TAG 1987",0
CC354,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Graphite a mimic for DNA and other biomolecules in scanning tunneling microscope studies","Clemmer","Yet, we need more to recognise life, as drawing our conclusions from the geometry of shapes can be misleading (this happens when an artefact is interpreted as a biological entity's signature (#AUTHOR_TAG and Beebe 1991))",1
CC355,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","A theory of the epigenesis of neuronal networks by selective stabilization of synapses","Changeux","In neurosciences the basis of neuromimetic networks rests on a vast numberof works where selective processes play a central role ( #AUTHOR_TAG et al",4
CC356,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Origins of randomness in physical systems","Wolfram","Here is an open conjecture (a preliminary version has been proposed in a different context by #AUTHOR_TAG (1985) and it is interesting to follow the analysis of  by Simon Plouffe: http://www.lacim.uqam.ca/~plouffe/)",1
CC357,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","In Herken R ed The universal turing machine a half century survey","Bennett","#AUTHOR_TAG named logical depth the time needed to reach that value and related it to physical complexity (#AUTHOR_TAG 1988b)",0
CC358,81867052,"Information of the chassis and information of the program in synthetic cells","Antoine Danchin","Theory of molecular machines II Energy dissipation from molecular machines","Schneider","His work was based on the intuition that creation of information was consuming energy (#AUTHOR_TAG 1991b)",1
CC359,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Neural correlates of emotional processing in depression changes with cognitive behavioral therapy and predictors of treatment response","Ritchey","There is decreased activity in the limbic system, especially the amygdala, with dorsolateral prefrontal cortex becoming relatively more active and orbitomedial and cingulate cortex less so; a move toward normality from patterns observed before treatment (Ochsner et al., 2002;Goldapple et al., 2004;Malhi et al., 2004;#AUTHOR_TAG et al., 2011;Hflich et al., 2012) and consistent with what is know of the processing of emotional stimuli ( Simpson et al., 2000;Northoff et al., 2004;Leppnen, 2006;Beck, 2008)",0
CC360,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Feature selection for decoding of cognitive states in multiplesubject functional magnetic resonance imaging data","Accamma","Beginnings are starting to be made in reproducing data across as well as within subjects (#AUTHOR_TAG and Suma, 2012;Raizada and Connolly, 2012)",0
CC361,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Cortical representation of animate and inanimate objects in complex natural scenes","Naselaris","Fairly similar stimuli, for example chairs and shoes (Norman et al., 2006;deCharms, 2008;Poldrack, 2011), or over-riding categories of images such as living or non-living ( #AUTHOR_TAG et al., 2012) can now be recognized from pattern information fMRI (Formisano and Kriegeskorte, 2012) data",0
CC362,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Effects of cognitivebehavioral therapy on brain activation in specific phobia","Straube","For example, very similar changes in those brain areas are seen after CBT and other psychological treatments for anxiety (Furmark et al., 2002;Paquette et al., 2003;#AUTHOR_TAG et al., 2006;Porto et al., 2009;Freyer et al., 2011), schizophrenia ( Wykes et al., 2002), eating disorders (Vocks et al., 2011) and Irritable Bowel Syndrome ( Lackner et al., 2006)",0
CC363,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Effectiveness of cognitive behavioural personcentred and psychodynamic therapies in UK primary care routine practice replication in a larger sample","Stiles","The outcomes of psychodynamic, personcentred, and behavioral psychotherapy are broadly equivalent despite their varieties of approaches and targets for therapeutic change ( #AUTHOR_TAG et al., 2008;Budd and Hughes, 2009) perhaps because they work via common final paths (Mansell, 2011).",0
CC364,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","The emotional modulation of cognitive processing an fMRI study","Simpson","There is decreased activity in the limbic system, especially the amygdala, with dorsolateral prefrontal cortex becoming relatively more active and orbitomedial and cingulate cortex less so; a move toward normality from patterns observed before treatment (Ochsner et al., 2002;Goldapple et al., 2004;Malhi et al., 2004;Ritchey et al., 2011;Hflich et al., 2012) and consistent with what is know of the processing of emotional stimuli ( #AUTHOR_TAG et al., 2000;Northoff et al., 2004;Leppnen, 2006;Beck, 2008)",0
CC365,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Toward clinically useful neuroimaging in depression treatment prognostic utility of subgenual cingulate activity for determining depression outcome in cognitive therapy across studies scanners and patient characteristic ssgacc and cognitive therapy outcome","Siegle","Pretreatment levels of cingulate activity can even predict response to CBT with some reliability ( Konarski et al., 2009;Ritchey et al., 2011;#AUTHOR_TAG et al., 2012)",0
CC366,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Neurobehavioral therapies in the 21st century summary of an emerging field and an extended example of cognitive control training for depression","Siegle","MVPA might therefore lead to the ability to map holistic changes in consciousness to patterns within and across the regions that classic fMRI has identified as responsive to psychotherapy ( #AUTHOR_TAG et al., 2007)",3
CC367,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Distributed representations in memory insights from functional brain imaging","Rissman","Not only perceptions, but also images and memories (Chadwick et al., 2012; #AUTHOR_TAG and Wagner, 2012) are starting to be distinguished",0
CC368,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","What makes different people s representations alike neural similarity space solves the problem of across subject fmri decoding","Raizada","Beginnings are starting to be made in reproducing data across as well as within subjects (Accamma and Suma, 2012;#AUTHOR_TAG and Connolly, 2012)",0
CC369,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Does cognitive behavioral therapy change the brain a systematic review of neuroimaging in anxiety disorders","Porto","For example, very similar changes in those brain areas are seen after CBT and other psychological treatments for anxiety (Furmark et al., 2002;Paquette et al., 2003;Straube et al., 2006;#AUTHOR_TAG et al., 2009;Freyer et al., 2011), schizophrenia ( Wykes et al., 2002), eating disorders (Vocks et al., 2011) and Irritable Bowel Syndrome ( Lackner et al., 2006)",0
CC370,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Inferring mental states from neuroimaging data from reverse inference to large scale decoding","Poldrack","Fairly similar stimuli, for example chairs and shoes (Norman et al., 2006;deCharms, 2008;#AUTHOR_TAG, 2011), or over-riding categories of images such as living or non-living ( Naselaris et al., 2012) can now be recognized from pattern information fMRI (Formisano and Kriegeskorte, 2012) data",0
CC371,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Change the mind and you change the brain effects of cognitive behavioral therapy on the neural correlates of spider phobia","Paquette","For example, very similar changes in those brain areas are seen after CBT and other psychological treatments for anxiety (Furmark et al., 2002;#AUTHOR_TAG et al., 2003;Straube et al., 2006;Porto et al., 2009;Freyer et al., 2011), schizophrenia ( Wykes et al., 2002), eating disorders (Vocks et al., 2011) and Irritable Bowel Syndrome ( Lackner et al., 2006)",0
CC372,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Detecting awareness in the vegetative state","Owen","Early attempts to localize specific perceptions to specific brain areas worked only for grossly different stimuli-visualizing navigating a house compared to imagining playing tennis (#AUTHOR_TAG et al., 2006)-or for simple stimuli in early, highly specialized, visual areas ( Kay et al., 2008)",0
CC373,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Rethinking feelings an fMRI study of the cognitive regulation of emotion","Ochsner","There is decreased activity in the limbic system, especially the amygdala, with dorsolateral prefrontal cortex becoming relatively more active and orbitomedial and cingulate cortex less so; a move toward normality from patterns observed before treatment (#AUTHOR_TAG et al., 2002;Goldapple et al., 2004;Malhi et al., 2004;Ritchey et al., 2011;Hflich et al., 2012) and consistent with what is know of the processing of emotional stimuli ( Simpson et al., 2000;Northoff et al., 2004;Leppnen, 2006;Beck, 2008)",0
CC374,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Reciprocal modulation and attenuation in the prefrontal cortex an fMRI study on emotional cognitive interaction","Northoff","There is decreased activity in the limbic system, especially the amygdala, with dorsolateral prefrontal cortex becoming relatively more active and orbitomedial and cingulate cortex less so; a move toward normality from patterns observed before treatment (Ochsner et al., 2002;Goldapple et al., 2004;Malhi et al., 2004;Ritchey et al., 2011;Hflich et al., 2012) and consistent with what is know of the processing of emotional stimuli ( Simpson et al., 2000;#AUTHOR_TAG et al., 2004;Leppnen, 2006;Beck, 2008)",0
CC375,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Beyond mind reading multi voxel pattern analysis of fMRI data","Norman","Fairly similar stimuli, for example chairs and shoes (#AUTHOR_TAG et al., 2006;deCharms, 2008;Poldrack, 2011), or over-riding categories of images such as living or non-living ( Naselaris et al., 2012) can now be recognized from pattern information fMRI (Formisano and Kriegeskorte, 2012) data",0
CC376,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Effects on the brain of a psychological treatment cognitive remediation therapy functional magnetic resonance imaging in schizophrenia","Wykes","For example, very similar changes in those brain areas are seen after CBT and other psychological treatments for anxiety (Furmark et al., 2002;Paquette et al., 2003;Straube et al., 2006;Porto et al., 2009;Freyer et al., 2011), schizophrenia ( #AUTHOR_TAG et al., 2002), eating disorders (Vocks et al., 2011) and Irritable Bowel Syndrome ( Lackner et al., 2006)",0
CC377,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Core processes of psychopathology and recovery","Mansell","The outcomes of psychodynamic, personcentred, and behavioral psychotherapy are broadly equivalent despite their varieties of approaches and targets for therapeutic change ( Stiles et al., 2008;Budd and Hughes, 2009) perhaps because they work via common final paths (#AUTHOR_TAG, 2011).",0
CC378,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Cognitive generation of affect in bipolar depression an fMRI study","Malhi","There is decreased activity in the limbic system, especially the amygdala, with dorsolateral prefrontal cortex becoming relatively more active and orbitomedial and cingulate cortex less so; a move toward normality from patterns observed before treatment (Ochsner et al., 2002;Goldapple et al., 2004;#AUTHOR_TAG et al., 2004;Ritchey et al., 2011;Hflich et al., 2012) and consistent with what is know of the processing of emotional stimuli ( Simpson et al., 2000;Northoff et al., 2004;Leppnen, 2006;Beck, 2008)",0
CC379,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","How psychotherapy changes the brain the contribution of functional neuroimaging","Linden","However, a one to one correspondence between change in depression and change in specific brain areas may be over stated (#AUTHOR_TAG, 2006;Frewen et al., 2008;Dichter et al., 2012)",0
CC380,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Cognitive therapy for irritable bowel syndrome is associated with reduced limbic activity GI symptoms and anxiety","Lackner","For example, very similar changes in those brain areas are seen after CBT and other psychological treatments for anxiety (Furmark et al., 2002;Paquette et al., 2003;Straube et al., 2006;Porto et al., 2009;Freyer et al., 2011), schizophrenia ( Wykes et al., 2002), eating disorders (Vocks et al., 2011) and Irritable Bowel Syndrome ( #AUTHOR_TAG et al., 2006)",0
CC381,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","Predictors of nonresponse to cognitive behavioural therapy or venlafaxine using glucose metabolism in major depressive disorder","Konarski","Pretreatment levels of cingulate activity can even predict response to CBT with some reliability ( #AUTHOR_TAG et al., 2009;Ritchey et al., 2011;Siegle et al., 2012)",3
CC382,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","How do psychological treatments work investigating mediators of change","Murphy","WHAT CHANGES AS A CONSEQUENCE OF PSYCHOTHERAPY?However, evidence is lacking as to what specifically changes as a consequence of psychotherapy (see, for example, #AUTHOR_TAG et al., 2009)",0
CC383,82854584,"Psychotherapy and brain plasticity","Daniel Collerton","The Dodo Bird Verdict controversial inevitable and important a commentary on 30 years of meta analyses","Budd","The outcomes of psychodynamic, personcentred, and behavioral psychotherapy are broadly equivalent despite their varieties of approaches and targets for therapeutic change ( Stiles et al., 2008;#AUTHOR_TAG and Hughes, 2009) perhaps because they work via common final paths (Mansell, 2011).",0
