Green Supply Chain Management Enablers: Mixed Methods Research,Sustainability management beyond organizational boundaries sustainable supplier relationship management in the chemical industry,"Realising the need to incorporate sustainability and the triple bottom line (Kleindorfer et al., 2005) as part of their strategic intent, companies focus on assessing the economic, environmental, and social impact of their activities and highlighting the relationship between sustainability and performance ( #AUTHOR_TAG et al., 2013;Green et al., 2012;Burritt and Schaltegger, 2012;Subramanian and Gunasekaran, 2015)",5
Taxon Sampling and the Optimal Rates of Evolution for Phylogenetic Inference,Evaluation of the strategy of long branch subdivision to improve the accuracy of phylogenetic methods,"In general, empirical and simulation results have justified a claim that greater in-group taxon sampling permits the effective usage of faster evolving characters (Graybeal 1998;Hillis 1998;#AUTHOR_TAG 2003;Hedtke et al",1
Identification of the underlying factor structure of the Derriford Appearance Scale 24,Gender attitudes feminist identity and body images among college women,"For example, #AUTHOR_TAG, Ancis &amp; Strachan (1997) have demonstrated that women are the subject of greater and pervasive body scrutiny than men, and are both more dissatisfied and invested in their appearance",0
Psychotherapy and brain plasticity,The Dodo Bird Verdict controversial inevitable and important a commentary on 30 years of meta analyses,"The outcomes of psychodynamic, personcentred, and behavioral psychotherapy are broadly equivalent despite their varieties of approaches and targets for therapeutic change ( Stiles et al., 2008;#AUTHOR_TAG and Hughes, 2009) perhaps because they work via common final paths (Mansell, 2011).",0
Goal Commitments and the content of thoughts and dreams: basic principles,Mind wandering while reading attentional decoupling mindless reading and the cascade model of inattention,"The fact that these participants chose some unrewarded trials is consistent with having a need for freer mental activity, as in mind-wandering, and the shift toward more unrewarded trials when the wages for rewarded, demanding trials decreased indicates that mind-wandering decreases when there is more at stake in the assigned task.Mind-wandering has a well-established inverse relationship to a variety of performance measures (e.g., #AUTHOR_TAG ;McVay and Kane, 2012a,b;, including reading comprehension ;Mrazek et al., 2012)",0
Governance costs in foreign direct investments: A MNC headquarters challenge,Self Reports in Organizational Research Problems and Prospects,"In addition, we performed a Harman's single factor test by including all items in an exploratory (un-rotated) factor analysis ( #AUTHOR_TAG et al., ",5
Reliability of Objectively Measured Sedentary Time and Physical Activity in Adults,Physical activity versus sedentary behavior Associations with lipoprotein particle subclass concentrations in healthy adults,"Inconsistent conclusions across studies might amongst other reasons arrive from unreliable measurements of SED, as most of these studies have included !3-5 days of measurement [12][13][14][15]#AUTHOR_TAG[17], with some exceptions (!1 day [18]; !6-7 days [19,20])",0
Hierarchical Parcel-Swapping Representation of Turbulent Mixing. Part 1. Formulation and Scaling Properties,One dimensional turbulence Variable density formulation and application to mixing layers,An analogous anomaly arises in ODT and is mitigated by any of several possible 'largeeddy-suppression' methods [#AUTHOR_TAG20] that are likewise applicable to HiPS,3
Information of the chassis and information of the program in synthetic cells,Origins of randomness in physical systems,Here is an open conjecture (a preliminary version has been proposed in a different context by #AUTHOR_TAG (1985) and it is interesting to follow the analysis of  by Simon Plouffe: http://www.lacim.uqam.ca/~plouffe/),1
Turkish Voter Response to Government Incompetence and Corruption Related to the 1999 Earthquakes,Does Grease Money Speed up the Wheels of Commerce,"Rose-Ackerman (1997) for example argues that corruption will always escalate to ever higher levels, and #AUTHOR_TAG and Wei (2000) find that in economies where corruption is high and more bribes have to be paid, managers end up allocating more time to public officials and less time to productive work",4
Defining new SNARE functions: the i-SNARE,Two functionally different vacuoles for static and dynamic purposes in one plant mesophyll leaf cell,"Little attention is generally paid to the need of the cell to keep very similar compartments separated, because this need may not be evident among endosomes as much as among larger vacuolar structures typical of only few plant cells ( #AUTHOR_TAG et al., 2004;Verweij et al., 2008)",0
Defining new SNARE functions: the i-SNARE,i SNAREs inhibitory SNAREs that fine tune the specificity of membrane fusion,"These have been proposed to belong to a new functional class of SNAREs ( #AUTHOR_TAG et al., 2004)",4
"On universality of critical behavior in the focusing nonlinear schrodinger, equation elliptic umbilic catastrophe and the tritronquee solution to the painleve-i equation",Geometry and modulation theory for the periodic nonlinear Schr dinger equation,Properties of various classes of solutions to this equation have been extensively studied both analytically and numerically ( Bronski and Kutz 2002;Buckingham and Venakides 2007;Carles 2007;Ceniceros and Tian 2002;#AUTHOR_TAG and Lee 1986;Grenier 1998;Kamvissis 1996;Kamvissis et al,0
Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness,Self Management Education History Definition Outcomes and Mechanisms,Two of the few examples of interventions that are practiced more broadly are the Chronic Disease Self-Management Education (CDSME) developed by #AUTHOR_TAG and colleagues in the USA #AUTHOR_TAG and the Vitality Training Program (VTP) developed by Steen and Haugli [11] in Norway,0
Comparing live to recorded speech in training the perception of spectrally shifted noise-vocoded speech,Simulating the effect of cochlear implant electrode insertion depth on speech understanding,"When vocoded speech is spectrally shifted upward to simulate relatively shallow CI electrode insertions, shifts in excess of 3 mm of basilar membrane distance have large acute effects on speech perception ( #AUTHOR_TAG et al., 1997;Shannon et al., 1998)",0
Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Psychiatrists in the UK do not use outcomes measures National survey,"Some of these were routinely implemented in some English services from 1997 (Macdonald, 2002), whilst the majority hung back (#AUTHOR_TAG, House, &amp; Sheldon, 2002)",0
Methodology and Campaign Design for the Evaluation of Semantic Search Tools,Querying Ontologies A Controlled English Interface for End users,"INTRODUCTIONSearching the Semantic Web lies at the core of many activities that are envisioned for the Semantic Web; many researchers have investigated means for indexing and searching the Semantic Web [1][2]#AUTHOR_TAG[4]6,9,13,14,16]",0
"From Implications to Dimensions: Science, Medicine and Ethics in Society",Ethics wars Reflections on the antagonism between bioethicists and social science observers of biomedicine,"Science and technology studies (STS) is one such tradition that is articulating with bioethics, though sometimes fractiously #AUTHOR_TAG",0
"Molecule-Based Magnetic Coolers: Measurement, Design and Application",Principles and Application of Magnetic Cooling,"Since then, magnetic refrigeration is a standard technique in cryogenics, which has shown to be useful to cool down from a few Kelvin [#AUTHOR_TAG7]",0
Taxon Sampling and the Optimal Rates of Evolution for Phylogenetic Inference,Profiling phylogenetic informativeness,(2010) are also critical of the explicit use of quartet-based taxon sampling in the phylogenetic informativeness derivation by #AUTHOR_TAG (2007),2
Governance costs in foreign direct investments: A MNC headquarters challenge,Measurement Errors in the Behavioral Sciences The Case of Personality Attitude Research,"Common method varianceSince most of the variables in the study come from a questionnaire, variables in the study may be affected by shared and spurious covariance ( #AUTHOR_TAG et al., 1990), which can be problematic since measurement artifacts and the phenomenon under investigation can be difficult to separate (Malhotra et al., 2006)",5
Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness,Recovery Following Stroke The Role of Self Management Education,"However, a longitudinal randomized trial of stroke survivors who accomplished CDSME, showed that the intervention did not appear to impact self-efficacy and failed to influence outcomes such as mood or social outcomes #AUTHOR_TAG",1
Intuitive and Reflective Responses in Philosophy,How to Use Intuitions in Philosophy,"There is little question that philosophers make these kinds of appeals ( Audi 2004, Kornblith 1998, #AUTHOR_TAG 2009, Chalmers 2013for an opposing view, see Cappelen 2012)",4
Calcite surface structure and reactivity: molecular dynamics simulations and macroscopic surface modelling of the calcite-water interface,On Biomineralization,"The key issue in efficient and directed calcite precipitation, and in determining the long-term stability of calcitetrapped CO 2 and trace metals is a fundamental understanding of the mineral surface processes controlling crystal growth 9-12 and dissolution #AUTHOR_TAG,14 ",0
"Episodic eolian sand deposition in the past 4000 years in Cape Cod National Seashore, Massachusetts, USA in response to possible hurricane/storm and anthropogenic disturbances",A New England coastal wilderness,"The current migration of dunes on Cape Cod is inferred to reflect a legacy of landscape disturbance, specifically forest clear-cutting, grazing and agricultural practices, associated with European settlement starting in the early 17th century and continuing into the 20th century ( McCaffrey and Leatherman, 1979;#AUTHOR_TAG, 1981;Rubertone, 1985;Motzkin et al., 2002;Eberhardt et al., 2003;Forman et al., 2008)",0
"From Implications to Dimensions: Science, Medicine and Ethics in Society",Pharmaceutical self The global shaping of experience in an age of psychopharmacology,"As #AUTHOR_TAG [12] vividly shows, drugs like antidepressants have sociotopic as well as psychotropic effects: their use reshapes the spaces within which individuals deemed pathological are allowed to inhabit or enabled to use",0
Occupational Class Inequalities in All-Cause and Cause-Specific Mortality among Middle-Aged Men in 14 European Populations during the Early 2000s,Does social mobility affect the size of the socioeconomic mortality differential evidence from the Office for National Statistics Longitudinal Study,"On the other hand, occupational class inequalities in health are also more sensitive than educational inequalities to direct health selection, because good and bad health influences the likelihood of moving between occupational classes [#AUTHOR_TAG38]",0
Green Supply Chain Management Enablers: Mixed Methods Research,Sector diversity in Green Information Technology practices Technology Acceptance Model perspective,"In a recent study, #AUTHOR_TAG and Mishra (2015) discuss the diversity between public and private sectors in GTA using the technology acceptance model",2
"Identifying restrictions in the order of accumulation of mutations during tumor progression: effects of passengers, evolutionary models, and sampling",Open source software for the analysis of microarray data,It is worth emphasizing the crucial role of the availability of free and open source software both in the growth and development of bioinformatics and computational biology [56][57][58] and for implementing reproducible research #AUTHOR_TAG,1
The Cost Effectiveness of Psychological and Pharmacological Interventions for Social Anxiety Disorder: A Model-Based Economic Analysis,Shyness programme longer term benefits cost effectiveness and acceptability,"Comparison with other published studies in the field Published economic analyses have explored the cost-effectiveness of a very limited range of interventions for social anxiety disorder and concluded that escitalopram [53], group CBT [54][55][56] and computer-based self-help [55][56]#AUTHOR_TAG are cost-effective options",1
Goal Commitments and the content of thoughts and dreams: basic principles,Stroop interference following mood induction emotionality mood congruence and concern relevance,"Similarly, reaction times (RTs) in reporting the font color of goal-related words are typically on average longer than they are to non-goal-related words (Johnsen et al., 1994; Riemann and McNally, 1995;#AUTHOR_TAG et al., 2000;Fadardi and Cox, 2008) or images",0
Turkish Voter Response to Government Incompetence and Corruption Related to the 1999 Earthquakes,Corruption Democracy and Economic Growth,"(2005) find the level of corruption to be lower, and #AUTHOR_TAG et al",1
Goal Commitments and the content of thoughts and dreams: basic principles,Age differences in deactivation a link to cognitive control ,"It thus appears that although the respondent components of mind-wandering may depend on the default-mode network, they are far from the only activity supported by that network.When tasks make large demands on processing, the necessary shift of mental resources from the default-mode network to executive regions is harder to attain with advancing age ( #AUTHOR_TAG et al., 2007)",0
"Potential Vulnerabilities of Neuronal Reward, Risk, and Decision Mechanisms to Addictive Drugs",Effects of methylphenidate on spatial working memory and planning in healthy young adults,"Deviations from these optimal levels, including increases of local tonic dopamine concentrations and dopamine turnover, lead to impaired striatal and cortical mechanisms underlying working memory, sensory discrimination, and planning ( Murphy et al., 1996;#AUTHOR_TAG et al., 1997;Liu et al., 2008), which may underlie the working memory deficits seen in drug abusers ( Ornstein et al., 2000)",0
Identification of the underlying factor structure of the Derriford Appearance Scale 24,Identifying most influential observations in factor analysis,"Thus, the missing data is only a small fractional part of the database and missing values may be considered to be missing completely at random.Firstly, data were checked for influential observations; we measured changes in the ellipsoid volume of the dataset if an observation was deleted (#AUTHOR_TAG, Jamieson &amp; Wiseman, 1991)",5
Prevalence of auditory hallucinations in Norwegian adolescents: Results from a population-based study,Multi dimensionality of hallucinatory predisposition Factor structure of the Launay Slade Hallucination Scale in a normal sample,"Factor analyses of the LSHS have shown that while both of the items used in the present study load on an underlying ""auditory hallucinations"" factor (Lari &amp; Van Der Linden, 2005;Preti, Sisti, Rocchi et al., 2014), the item addressing being troubled by the voices has also been found to load on a factor associated with psychopathology (#AUTHOR_TAG, Nieuwenstein, B ocker &amp; De Haan, 2001;Waters, Badcock &amp; Maybery, 2003), and has been associated with higher degree of negative emotionality (Lari &amp; Van Der Linden, 2005 Note: For parental education, the percentage of ""don't know"" responses is omitted from the table",5
Social network and content analysis of the North American Carbon Program as a scientific community of practice,A network approach to mixing delegates at meetings,"For example, one study explored the introduction of scientists who were previously unacquainted and from different research backgrounds using brief meetings during a conference ( #AUTHOR_TAG et al., 2014)",3
Intuitive and Reflective Responses in Philosophy,Smarter Than We Think When Our Brains Detect That We Are Biased,"Another possibility is that some independent process arbitrates between the two responses-cognitive scientists might hypothesize that part of the prefrontal cortex or the anterior cingulate cortex could play a role in this arbitration (Miller andCohen 2001, #AUTHOR_TAG 2008).",0
"On universality of critical behavior in the focusing nonlinear schrodinger, equation elliptic umbilic catastrophe and the tritronquee solution to the painleve-i equation",On universality of critical behavior in Hamiltonian PDEs,This was shown in #AUTHOR_TAG (2008) for the particular class of perturbations of the second order nonlinear wave equation,0
Enabling Informed Decision Making through Mobile Technologies: A Challenge for Software Engineering,Case Based Reasoning Foundational Issues Methodological Variations and System Approaches,"Case-based reasoning (#AUTHOR_TAG and Plaza, 1994) may be useful to improve the knowledge and reasoning capabilities of individual users case by case",0
"Life, hierarchy, and the thermodynamic machinery of planet Earth",Non equilibrium thermodynamics and Maximum Entropy Production in the Earth system applications and implications,"These processes generally operate away from a state of thermodynamic equilibrium and there is some evidence that these operate in steady states at which they maximize their dissipative activity, or, almost equivalently, maximize power generation or entropy production (the proposed Maximum Entropy Production (MEP) principle, [23][24][25]#AUTHOR_TAG[27])",0
The Productivity of Working Hours,Hours of Work and Output,"The focus of these and subsequent reviews (such as those of Brown (1965) and #AUTHOR_TAG and Kohler (1947)) was on ""before"" and ""after"" comparisons: did output fall after a discrete cut in working hours? The results in this paper are based on more than two observations (""before"" and ""after"") on hours and suggest that the effect on output of a reduction in hours depends on the initial level of working hours.In more recent years, economists have estimated aggregate production functions 3 in which the effects of variations in the number of workers are distinguished from the effects of variations in hours worked per worker",0
The cost-effectiveness of supported employment for adults with autism in the United Kingdom,Destinations of Jobseeker s Allowance Income Support and Employment and Support Allowance Leavers,"However, a simple cost exercise showed that if every additional week in employment resulting from supported employment is costed at a weekly wage of 237, estimated based on the reported mean annual salary of people who were previously supported by employment and support allowance (ESA) due to illness or disability ( #AUTHOR_TAG et al., 2012), then supported employment generates an additional 7850 in productivity gains over the roughly 9.5 years of the model duration, which far outweighs the extra cost of 601 that is associated with provision of supported employment",5
A Review of Psychometric Data Analysis and Applications,Contrasting Perspectives in Learning,"Learning style (deep or shallow) and selfregulated learning strategies are also relevant, and have been shown to mediate between other factors (such as factors of personality and factors of motivation) and academic performance ( Biggs et al., 2001;#AUTHOR_TAG, 2005;Swanberg &amp; Martinsen, 2010)",0
Comparing live to recorded speech in training the perception of spectrally shifted noise-vocoded speech,Effectiveness of computer based auditory training in improving the perception of noise vocoded speech,"This method is based on techniques designed to share some of the features of CDT ( #AUTHOR_TAG and Summerfield, 2007)",5
"Episodic eolian sand deposition in the past 4000 years in Cape Cod National Seashore, Massachusetts, USA in response to possible hurricane/storm and anthropogenic disturbances",Niveo aeolian sedimentation of loess and sand an experiment and mircomorphological approach,"The presence of snow ramparts and interstitial layers mostly composed of snow can enhance eolian accretion and dune movement (Koster and Dijkmans, 1988;#AUTHOR_TAG and Mucher, 1989;Ruz and Allard, 1995)",0
Using argument notation to engineer biological simulations with increased confidence,Tyrosine kinase receptor RET is a key regulator of Peyer s Patch organogenesis,"Although a basic model of tissue formation has been developed through laboratory experimentation [31,#AUTHOR_TAG[35][36], the reasons for this emergent behaviour are not fully understood",0
The numerical relativity breakthrough for binary black holes,The dynamics of general relativity Gravitation an introduction to current research ed Witten L,"This is conveniently achieved with the canonical ""3+1"" split of the Einstein equations originally developed by #AUTHOR_TAG, Deser and Misner (ADM) #AUTHOR_TAG and later reformulated by York [5,6]; for a detailed review see [7]",0
The Cost Effectiveness of Psychological and Pharmacological Interventions for Social Anxiety Disorder: A Model-Based Economic Analysis,Optimal treatment of social phobia systematic review and meta analysis,"The presence of comorbid psychiatric disorders increases usage of health services and productivity losses [6,8,9].Several studies have assessed the clinical effectiveness of psychological and pharmacological treatments for social anxiety disorder [10][11]#AUTHOR_TAG[13]",0
A Review of Psychometric Data Analysis and Applications,Stealth assessment Measuring and supporting learning in video games,"Many researchers have cited conscientiousness as compensating for lower cognitive intelligence (see Chamorro-Premuzic &amp; Furnham, 2004, and it is a consistent predictor of academic performance across assessment type (Allick &amp; Realo, 1997;Kappe &amp; van der Flier, 2010;#AUTHOR_TAG &amp; Ventura, 2013)",0
Goal Commitments and the content of thoughts and dreams: basic principles,Inspired by distraction mind wandering facilitates creative incubation,"Instead, they represent imaginary scenes or scenarios that might or might not occur to the individual within a particular future time frame."" Unorganized as they may be, they serve up insights and planning components that can be assembled later into adaptive plans and action, as suggested by the incubation effect of experimentally induced mind-wandering in improving creative problem-solving ( #AUTHOR_TAG et al., 2012)",0
Incidental or influential? Challenges in automatically detecting citation importance using publication full texts,Measuring academic influence: Not all citations are equal,#AUTHOR_TAG combine these earlier approaches and suggest a range of 40 classification features including both semantic and metric features to determine influence,0
"Episodic eolian sand deposition in the past 4000 years in Cape Cod National Seashore, Massachusetts, USA in response to possible hurricane/storm and anthropogenic disturbances",Vegetation patterns in heterogeneous landscapes the importance of history and environment,"Dune reactivation is associated with large-scale disturbance of the forest which is dominated by pitch pine (Pinus rigida) and a variety of oak species (e.g., Quercus alba, and Quercus coccinea), but white pine (Pinus strobes), red maple (Acer rubrum), hickory (Carya spp.), and American beech (Fagus grandifolia) are locally common ( #AUTHOR_TAG et al., 1999;Cogbill et al., 2002)",0
The Views and Experiences of Smokers Who Quit Smoking Unassisted. A Systematic Review of the Qualitative Evidence,What Chinese adolescents think about quitting smoking a qualitative study,"Subsequent to this, no qualitative studies were identified that focused on unassisted cessation per se: the six post-2000 studies (from Hong Kong, US, UK, Canada and Norway) had as their primary focus either cessation in general [#AUTHOR_TAG34,[36][37][38] or health behaviour change",4
Information of the chassis and information of the program in synthetic cells,Genome transplantation in bacteria changing one species to another,"capricolum, and after several rounds of reproduction (reproduction of the machine and replication of the program, see below) the host species was replaced by a colony of the donor genome ( #AUTHOR_TAG et al",4
The Cost Effectiveness of Psychological and Pharmacological Interventions for Social Anxiety Disorder: A Model-Based Economic Analysis,Response to paroxetine is maintained during continued treatment in patients with social anxiety disorder,"The first-year probability of relapse after recovery with a drug was estimated using pooled data from 5 placebo-controlled pharmacological RCTs on relapse prevention in adults with social anxiety disorder #AUTHOR_TAG[27][28][29][30], identified by a systematic literature search; this probability was estimated to be higher that the pooled risk of relapse during maintenance treatment in RCT active drug arms, but lower than the pooled risk of relapse of responders to initial drug treatment who were subsequently randomised to placebo (thus not receiving maintenance treatment); for simplicity and due to lack of more suitable data the first year probability of relapse for drugs was assumed to equal the midpoint of the two pooled risks",5
Beyond Single-Level Accounts: The Role of Cognitive Architectures in Cognitive Scientific Explanation,The Bayesian Reader Explaining word recognition as an optimal Bayesian decision process,"Similar appeals to the utility of CL explanation are common in the Bayesian literature (see, e.g., #AUTHOR_TAG, 2006)",0
Viral infection of human lung macrophages increases pdl1 expression via ifn,PDL 1 upregulation on monocytes and T cells by HIV via type I interferon restricted expression of type I interferon receptor by CCR5 expressing leukocytes,"Role of virus-induced IFN in PDL1 expressionSince type I IFN expression was observed in response to influenza infection and previous studies have suggested that these cytokines could induce PDL1 expression [#AUTHOR_TAG19], we investigated whether rhIFN could induce PDL1 gene expression in our MDM model (Fig",0
Possible Hydrogen Transitions in the UK: Critical Uncertainties and Possible Decision Points,Who is in Charge here Governance for Sustainable Development in a,"The political dynamics of energy transitions have been neglected in studies of transitions to low carbon energy systems [30,#AUTHOR_TAG], but it is clear that there will be losers",0
A Review of Psychometric Data Analysis and Applications,Academic performance career potential creativity and job performance Can one construct predict them all ,"Test results for an individual across a range of cognitive measures tend to correlate providing good evidence for a single measure of intelligence (Jensen, 1981;#AUTHOR_TAG, Hezlett, &amp; Ones, 2004)",0
"Parental Characteristics, Family Structure and Occupational Attainment in Britain",Do Large Sibships Really Lead to Lower Educational Attainment ,"Her findings echo van Eijck and de Graaf (1995: 282), who suggest that only children constitute the sole exception to a generally negative effect of increasing family size in Western societies.This may be stronger for boys and in lone-mother families, although the evidence is mixed (see Dronkers, 1994;Downey, 1995;Iacovou, 2001;Gayle et al., 2002;#AUTHOR_TAG, 2008)",0
FACES OF LEADERSHIP The Many (Distinctive) Faces of Leadership: Inferring Leadership Domain from Facial Appearance,Elected in 100 milliseconds Appearance based trait inferences and voting,"Yet, the human mind often relies on superficial cues to form judgments or make decisions, and the choice of which leader to select is no exception: A large and growing literature shows that facial appearances predict success in reaching prestigious leadership positions (Antonakis &amp; Jacquart, 2013;#AUTHOR_TAG &amp; Todorov, 2010a)",0
The Cost Effectiveness of Psychological and Pharmacological Interventions for Social Anxiety Disorder: A Model-Based Economic Analysis,Psychological and pharmacological interventions for social anxiety disorder in adults a systematic review and network metaanalysis,"Recently, individually delivered psychological therapies were demonstrated to be more effective than drugs and self-help for adults with social anxiety disorder #AUTHOR_TAG",5
"Life, hierarchy, and the thermodynamic machinery of planet Earth",Into the cool energy flow thermodynamics and life,"To characterize the organization of the steady state that describes the sum of all living organisms, in an ecosystem at the small scale, or in the biosphere at the global scale, the same thermodynamic maximization principles have been proposed, first by Lotka [31,32], and further explored by others [33][34][35][36][37]#AUTHOR_TAG[39].What has been mostly absent is to integrate these components into one big picture of the whole planet",0
Identification of damaged proteins in human serum using modified Ehrlich's reagent to target protein-bound pyrroles,A spectrophotometric method for the determination of proteins damaged by oxidized lipids,Pyrroles in proteins can be measured spectophotometrically using Ehrlich's reagent (pdimethylamino benzaldehyde) #AUTHOR_TAG,0
The numerical relativity breakthrough for binary black holes,The Large Scale Structure of Space Time,"Under the assumption of cosmic censorship and certain energy conditions, it can furthermore be shown that if a hypersurface  t contains an AH, it will coincide or lie within the event horizon's cross section with  t [110,#AUTHOR_TAG,]",5
The Effect of Desflurane on Neuronal Communication at a Central Synapse,Correcting for the sampling bias problem in spike train information measures,"MI descends directly from response entropy and noise entropy [13], which are correlated to the variability of responses to separate inputs [13] or to the same input [14][15]#AUTHOR_TAG, respectively",0
Goal Commitments and the content of thoughts and dreams: basic principles,Emotional influences on cognitive processing with implications for theories of both,"This nomological net is reviewed elsewhere (#AUTHOR_TAG, 1996)",0
THE EMPLOYMENT CONSEQUENCES OF PRIVATE EQUITY ACQUISITIONS: THE CASE OF INSTITUTIONAL BUY OUTS,Dynamic labor demand models,"This consists of firms that have quadratic cost functions, Cobb-Douglas technologies as well as output constraints and that are price takers in the markets for production factors (see also #AUTHOR_TAG et al",0
Political Reforms and Public Policies: Evidence from Agricultural Protection,Why did the west extend the franchise Democracy inequality and growth in historical perspective,"Based on this logic, #AUTHOR_TAG and Robinson (2000;2006) predict redistribution from the elite to the citizens after an extension of voting rights",0
"WHAT DETERMINES CARPOOLING TO WORKPLACES IN BELGIUM: LOCATION, ORGANISATION, OR PROMOTION?",Privatization as choice probability policy process and program outcome The case of transportation management associations,"It was promoted during World War II to deal with oil and rubber shortages and during the oil crisis of the 1970s (#AUTHOR_TAG, 1997b;Gilbert and Perl, 2008).",5
Policy and practice in the use of root cause analysis to investigate clinical adverse events: Mind the gap,NHS Inquiries A Time Series Analysis Public Money Management,"As noted by #AUTHOR_TAG and Beck (2008), the increasing number of NHS investigations can be explained in the context of ""a return to big government"" (p.380)",0
Goal Commitments and the content of thoughts and dreams: basic principles,Alcohol attentional bias and motivational structure independently predict alcohol consumption in social drinkers,"Similarly, reaction times (RTs) in reporting the font color of goal-related words are typically on average longer than they are to non-goal-related words (Johnsen et al., 1994; Riemann and McNally, 1995;Gilboa-Schechtman et al., 2000;#AUTHOR_TAG and Cox, 2008) or images",0
Political Reforms and Public Policies: Evidence from Agricultural Protection,Economic reform and the process of global integration,"First, the #AUTHOR_TAG and Warner (1995) 'openness index' to measure trade liberalization used by, among others, Giavazzi and Tabellini (2005), Milner and Kubota (2005) and Persson (2005) has been criticized by Rodriguez and Rodrik (2000) 3 who show that it is a poor measure of trade barriers",1
Ontology-Based Recommendation of Editorial Products,International Semantic Web Conference,We use the persistent identifiers for conferences and conference series introduced in the Linked Open Data Conference Portal #AUTHOR_TAG and recently migrated to SciGraph [9],0
Defining new SNARE functions: the i-SNARE,SNAREs engines for membrane fusion,"SNARE ABUNDANCE AND INFLUENCE OF DISTRIBUTION ON THEIR FUSOGENIC ROLESNAREs are relatively small polypeptides (200-400-amino-acids) characterized by the presence of a particular domain, the SNARE motif ( #AUTHOR_TAG and Scheller, 2006), consisting of heptad repeats that can form a coiled-coil structure",0
Sensemaking in business networks: Introducing dottograms to analyse network changes,Strategic gGroups and competitive enactment A study of dynamic relationships between mental models and performance,"For example, strategic research has looked at strategic groups, either as defined by objective characteristics ( McNamara et al., 2003;Porter, 1985) or delineated by a shared understanding of different companies ( #AUTHOR_TAG et al., 2001;Reger and Palmer, 1996)",1
Wandering tales: evolutionary origins of mental time travel and language,Internally generated cell assembly sequences in the rat hippocampus,"Based on this and other findings, the authors concluded that self-organized activity in the hippocampus, ""having evolved for the computation of distances, can also support the episodic recall of events and the planning of action sequences and goals"" ( #AUTHOR_TAG et al., 2008#AUTHOR_TAG et al., , p",2
Design and implementation of pay for performance,Discretion in Executive Incentive Contracts Theory and Evidence,"A smaller literature considers these (e.g., #AUTHOR_TAG &amp; Oyer 2003;Gibbs et al",4
Morpho-syntactic processing of Arabic plurals after aphasia: dissecting lexical meaning from morpho-syntax within word boundaries,Formal problems in Semitic phonology and morphology Unpublished doctoral dissertation,"However, the authors used a theoretical linguistic approach (prosodic nonconcatenative morphology developed by #AUTHOR_TAG (1975)) rather than models of processing to account for their data",4
Information of the chassis and information of the program in synthetic cells,In Herken R ed The universal turing machine a half century survey,#AUTHOR_TAG named logical depth the time needed to reach that value and related it to physical complexity (#AUTHOR_TAG 1988b),0
Disentangling supply and demand shifts: the impacts on world salmon prices,The great salmon run competition between wild and farmed salmon,"DataYearly trade and production data for all major salmon exporting and importing regions from and farmed salmon represents the major share of world supply and trade ( #AUTHOR_TAG et al., 2007).",4
Action and Valence Modulate Choice and Choice-Induced Preference Change,Frontal theta overrides pavlovian learning biases,"Given that this bias is independent of valence it may reflect a general action bias observed in instrumental learning under uncertainty [24,[30][31]#AUTHOR_TAG",0
Using argument notation to engineer biological simulations with increased confidence,Overlapping roles of CXCL13 interleukin 7 receptor alpha and CCR7 ligands in lymph node development,"While the generally accepted model of lymphoid tissue development suggests that haematopoietic cell aggregation is driven by the expression of three chemokines binding to two receptors on haematopoietic cells, other published research suggests that only one chemokine causes a significant difference in the formation of cell aggregation [#AUTHOR_TAG,39]",0
Viral infection of human lung macrophages increases pdl1 expression via ifn,Predominant TH2like bronchoalveolar T lymphocyte population in atopic asthma,IL-4/13 producing) response #AUTHOR_TAG and more recent work has demonstrated no significant induction of IFN in BAL cells from asthma patients experimentally challenged with rhinovirus [31],0
Work-Related Psychological Health Among Clergy Serving in The Presbyterian Church (USA): Testing the Idea of Balanced Affect,Assessing the incremental validity of the Religious Problem Solving Scale in the prediction of clergy burnout,"These studies included work reported by Warner and Carter (1984), Strmpfer and Bands (1996), #AUTHOR_TAG and Piedmont (1998), Stanton-Rich and Iso-Ahola (1998), Virginia (1998), Evers and Tomic (2003), Golden, Piedmont, Ciarrocchi, and #AUTHOR_TAG (2004), Raj and Dean (2005), Miner (2007a, 2007b and Doolittle (2007)",0
Points in Mental Space: an Interdisciplinary Study of Imagery in Movement Creation,Mental Imagery,"EXPERIMENT 2: BRAIN ACTIVITY DURING CHOREOGRAPHIC THINKINGMental Imagery has been extensively investigated both in cognitive and neuroscience laboratories (#AUTHOR_TAG, Ganis &amp; Thompson, 2009) and in applied settings, for example to improve performance in competitive sports (Murphy, 1990)",0
"WHAT DETERMINES CARPOOLING TO WORKPLACES IN BELGIUM: LOCATION, ORGANISATION, OR PROMOTION?",Transport Revolutions Moving People and Freight without Oil,"It was promoted during World War II to deal with oil and rubber shortages and during the oil crisis of the 1970s (Ferguson, 1997b;#AUTHOR_TAG and Perl, 2008).",0
Coronal Loops: Observations and Modeling of Confined Plasma,TRACE observations of damped coronal loop oscillations implications for coronal heating,"In some cases it is possible to use coronal seismology (first proposed by Uchida, 1970) to determine the average magnetic field strength in an oscillating loop, first used by #AUTHOR_TAG et al",5
